ID,Restaurant,Address,Time,Price,District,PriceH,PriceL,Rating,ReviewCount
561,Ánh Hồng - Bún Chả Hàng Mành Hà Nội - Lý Chính Thắng,"144C Lý Chính Thắng, P. 7, Quận 3, TP. HCM",,15.000 - 55.000,Quận 3,55000,15000,6.605633802816901,71
562,Chè Hiển Khánh,"718 Nguyễn Đình Chiểu, Quận 3, TP. HCM",,10.000 - 33.000,Quận 3,33000,10000,7.501149425287356,87
563,Bánh Canh Chả Cá - Đặc Sản Phan Rang - 177 Trương Định,"177/7 Trương Định, P. 9, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3,50000,30000,8.6,1
564,Sầu Riêng Sạch & Trái Cây Sạch 436 - Cách Mạng Tháng 8,"436/11/1 Cách Mạng Tháng Tám, P. 11, Quận 3, TP. HCM",,20.000 - 460.000,Quận 3,460000,20000,8.75,4
565,Hutong - Hot Pot Paradise - Cao Thắng,"106A Cao Thắng, P. 4, Quận 3, TP. HCM",,30.000 - 350.000,Quận 3,350000,30000,9.695652173913043,23
566,Thành Đạt - Hủ Tiếu Nam Vang - Nguyễn Thượng Hiền,"316 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,45.000 - 48.000,Quận 3,48000,45000,5.6899999999999995,20
567,Tinabi - Khoai Lang & Bánh Gạo Lắc - Trần Văn Đang,"131 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,20000,10000,8.314285714285715,7
568,Seoul Healthy! - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,100000,10000,6.0,1
569,Ăn Vặt Hí Food - Chân Gà & Tai Heo - Shop Online - Trần Văn Đang,"195/4/8 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 120.000,Quận 3,120000,12000,8.64,5
570,Bánh Trứng Gà Non Hong Kong - Nguyễn Thượng Hiền,"22 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,30000,25000,5.275,8
571,Fingerprint Chay - Nam Kỳ Khởi Nghĩa,"303 Nam Kỳ Khởi Nghĩa, P. 7, Quận 3, TP. HCM",,15.000 - 17.000,Quận 3,17000,15000,8.11578947368421,19
572,Shoryu Noodle & Dimsum Bar - Mì Tứ Xuyên Chuẩn Vị - Trương Quyền,"46 Trương Quyền, P. 6, Quận 3, TP. HCM",,49.000 - 149.000,Quận 3,149000,49000,8.8,2
573,"Quán 44 - Cơm Chiên, Nui Xào & Mì Xào","290/120 Cư Xá Đường Sắt, Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,5.000 - 40.000,Quận 3,40000,5000,8.48,5
574,Tiệm Mì Dì Út - Mì Quảng Trộn - Lê Văn Sỹ,"31/38C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,7.6,1
575,"Tiệm Ăn Siam Ẩm Thực Thái Lan - Hủ Tiếu Siam, Bún Thái & Xôi Xoài Siam","132 Cao Thắng, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.8,1
576,Lobster Bay - Nhà Hàng Hải Sản - Kỳ Đồng,"10B Kỳ Đồng, P. 9, Quận 3, TP. HCM",,150.000 - 300.000,Quận 3,300000,150000,6.992000000000001,100
577,Bún Bò Huế Xưa - Cách Mạng Tháng 8,"48 Cách Mạng Tháng 8, P. 6, Quận 3, TP. HCM",,15.000 - 35.000,Quận 3,35000,15000,6.712000000000001,100
578,Hamburger Bamysu,"453/77 C15 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,12.000 - 43.000,Quận 3,43000,12000,8.100000000000001,2
579,Mr.Saigon - Mì Ý & Salad - Lê Văn Sỹ,"402/19 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,25.000 - 59.000,Quận 3,59000,25000,5.0,6
580,El Sol - Meat & Wine - Võ Thị Sáu,"140/2 Võ Thị Sáu, Quận 3, TP. HCM",,35.000 - 349.000,Quận 3,349000,35000,8.35,100
581,TukTuk Thai Bistro - Ngô Thời Nhiệm,"29 Ngô Thời Nhiệm, P. 6, Quận 3, TP. HCM",,50.000 - 250.000,Quận 3,250000,50000,7.709090909090909,11
582,Bánh Khọt Cối Đá,"453/111 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,35.000 - 45.000,Quận 3,45000,35000,7.4,2
583,Tiệm Chè Thái Kiki - Nguyễn Thiện Thuật,"21/13 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,30000,25000,4.933333333333334,3
584,Bánh Xèo Quảng Ngãi - Ông Mập,"122A Rạch Bùng Binh, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,50000,20000,6.566666666666666,6
585,Bánh Bèo Thanh Nga - Rạch Bùng Binh,"43 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",,3.000 - 30.000,Quận 3,30000,3000,6.535714285714286,56
586,Lẩu Gà Ớt Hiểm 109 - Nguyễn Thiện Thuật,"109/6 Nguyễn Thiên Thuật, P. 2, Quận 3, TP. HCM",,20.000 - 179.000,Quận 3,179000,20000,7.12,100
587,Chang Hi - Chè Ngon Sáng Tạo - 92C Cao Thắng,"92C Cao Thắng, P. 4, Quận 3, TP. HCM",,30.000 - 45.000,Quận 3,45000,30000,4.8,1
588,Quán Sóc Trăng 2 - Lẩu Cá Kèo,"2 Sư Thiện Chiếu, P. 7, Quận 3, TP. HCM",,60.000 - 132.000,Quận 3,132000,60000,7.676923076923076,13
589,"3 Râu - Gà Rán, Pizza & Trà Sữa - Tôn Đản","289 Tôn Đản, P. 15, Quận 4, TP. HCM",00:00 - 23:59,12.000 - 120.000,Quận 4,120000,12000,8.55,4
590,Thanh Hương - Cháo Lòng Hà Nội - 375 Đoàn Văn Bơ,"375 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",00:00 - 23:59,10.000 - 45.000,Quận 4,45000,10000,6.0,8
591,Gà Rán Chicken Plus - Vĩnh Hội,"7 Vĩnh Hội, P. 4, Quận 4, TP. HCM",,15.000 - 289.000,Quận 4,289000,15000,6.990909090909091,44
592,Bánh Tráng Muối Nhuyễn Chú Gấu Nhỏ - Shop Online,"262/7B Tôn Thất Thuyết, P. 3, Quận 4, TP. HCM",,6.000 - 50.000,Quận 4,50000,6000,7.6,4
593,Pizza Hut - D4,"8 Đường 41, P. 6, Quận 4, TP. HCM",,100.000 - 200.000,Quận 4,200000,100000,7.6,1
594,Pé Don - Gỏi Ngó Sen Tôm Thịt,"307 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,50.000 - 140.000,Quận 4,140000,50000,8.0,2
595,Dì Bình - Bánh Canh Cua - Xóm Chiếu,"28 Xóm Chiếu, P. 13, Quận 4, TP. HCM",05:45 - 21:00,30.000 - 40.000,Quận 4,40000,30000,8.41904761904762,21
596,Bin Bin - Bún Chả Cá Nha Trang,"G58 Bis, Cư Xá Vĩnh Hội, Đường Số 50, P. 6, Quận 4, TP. HCM",06:07 - 13:30,30.000 - 35.000,Quận 4,35000,30000,9.25,8
597,Tré Trộn Cu Boi,"78/38/1 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,40.000 - 60.000,Quận 4,60000,40000,8.133333333333333,3
598,Somtamlam Bangkok Street Food,"K66 Hoàng Diệu , P. 6, Quận 4, TP. HCM",,20.000 - 50.000,Quận 4,50000,20000,7.610526315789474,19
599,Hủ Tiếu Chay - Góc Chùa Giác Nguyên,"129F/186/2 Đường Số 41, P. 4, Quận 4, TP. HCM",06:00 - 23:59,5.000 - 35.000,Quận 4,35000,5000,8.05,4
600,Phá Lấu Madam Thu,"242/57 Tôn Đản, P. 8, Quận 4, TP. HCM",,35.000 - 200.000,Quận 4,200000,35000,9.582,100
601,Cháo Lòng Miền Tây - 137 Tôn Đản,"137 Tôn Đản, P.14, Quận 4, TP. HCM",,25.000 - 100.000,Quận 4,100000,25000,5.8999999999999995,2
602,Ăn Vặt NaMi - Shop Online,"122/27/117/9/7 Tôn Đản, P. 8, Quận 4, TP. HCM",,10.000 - 80.000,Quận 4,80000,10000,9.8,1
603,Út Thương - Bánh Mì & Cà Phê - Đoàn Văn Bơ,"102 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",,9.000 - 29.000,Quận 4,29000,9000,8.248,100
604,Chân Gà Nướng & Bạch Tuộc Nướng - Đoàn Văn Bơ,"355 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,10.000 - 140.000,Quận 4,140000,10000,8.5,2
605,Lộc Yến - Yến Sào Chưng Tươi - Khánh Hội,"124 Khánh Hội, P. 6, Quận 4, TP. HCM",,79.000 - 249.000,Quận 4,249000,79000,9.264516129032257,31
606,Bún Bò Vinh Hiền - Bún Bò - J26 Cư Xá Vĩnh Hội,"J26 Cư Xá Vĩnh Hội, P. 6, Quận 4, TP. HCM",06:30 - 13:30 | 16:30 - 20:30,20.000 - 33.000,Quận 4,33000,20000,7.888888888888889,18
607,Bếp Nhà Sun Béo - Chân Gà Sả Tắc - Shop Online - Đoàn Văn Bơ,"538/52 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,30.000 - 150.000,Quận 4,150000,30000,7.258536585365854,41
608,Cô Hoàng - Bún Thịt Nướng,"183F/19D Tôn Thất Thuyết, P. 4, Quận 4, TP. HCM",06:00 - 11:20,25.000 - 30.000,Quận 4,30000,25000,8.84,5
609,Yến Thu - Bánh Cuốn & Bánh Ướt Nóng,"448E Nguyễn Tất Thành, P. 18, Quận 4, TP. HCM",04:00 - 19:00,15.000 - 15.000,Quận 4,15000,15000,8.8625,16
610,Quán Chay Thanh Lạc,"144 Nguyễn Tất Thành, P. 13, Quận 4, TP. HCM",,30.000 - 230.000,Quận 4,230000,30000,10.0,1
611,GÀ ÁC TIỀM TỶ TỶ - ĐOÀN VĂN BƠ,"146/2 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",,10.000 - 200.000,Quận 4,200000,10000,8.2,1
612,Panda's Bakery - Shop Online,"538/106/3 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",00:00 - 02:00 | 06:00 - 23:59,15.000 - 180.000,Quận 4,180000,15000,8.08,5
613,Gami Sushi - Hoàng Diệu,"224 lô J Khu Tái Thiết Hoàng Diệu, P. 8, Quận 4, TP. HCM",,20.000 - 130.000,Quận 4,130000,20000,9.142857142857142,7
614,Súp Táo - Súp Cua & Ăn Vặt - Đường Số 17,"30 Đường Số 17, P. 4, Quận 4, TP. HCM",,17.000 - 30.000,Quận 4,30000,17000,7.8,4
615,Cơm Cháy Kho Quẹt - Đường 50,"10 Đường 50 Bến Vân Đồn, P. 5, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,100000,30000,6.925,8
616,Bún Cá Nha Trang Xứ Nẫu,"200 Tôn Đản, P. 8, Quận 4, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 4,50000,35000,5.0,1
617,Phở Thìn By Sol - Nguyễn Trường Tộ,"45 Nguyễn Trường Tộ, P. 12, Quận 4, TP. HCM",06:30 - 21:00,6.000 - 78.000,Quận 4,78000,6000,7.333333333333333,9
618,HIBACHI - BENTO & HAWAIIAN SMOKED MEATS,"655/2 Đoàn Văn Bơ, P. 18, Quận 4, TP. HCM",,20.000 - 99.000,Quận 4,99000,20000,9.0,1
619,Hủ Tiếu Mì Chú Sè - 43 Hoàng Diệu,"43 Hoàng Diệu, P. 13, Quận 4, TP. HCM",,45.000 - 95.000,Quận 4,95000,45000,9.6,1
620,Cô Hai - Mì Ốc Hến - Khánh Hội,"124 Khánh Hội, P. 6, Quận 4, TP. HCM",,12.000 - 48.000,Quận 4,48000,12000,8.2,40
621,Ăn Vặt Hí Food - Chân Gà & Tai Heo - Shop Online - Đoàn Văn Bơ,"772/23/21 Đoàn Văn Bơ, Quận 4, TP. HCM",,12.000 - 120.000,Quận 4,120000,12000,7.590909090909091,22
622,"Thủy Bún Bò, Mì Quảng & Cơm Văn Phòng - Cư Xá Vĩnh Hội","Lô D10 Cư Xá Vĩnh Hội, đường 50, Phường 2, Quận 4, TP. HCM, Quận 4, TP. HCM",06:30 - 14:00,20.000 - 45.000,Quận 4,45000,20000,9.200000000000001,3
623,Diệu Thanh Vegan,"208/50 Đoàn Văn Bơ, P. 10, Quận 4, TP. HCM",00:00 - 23:59,15.000 - 280.000,Quận 4,280000,15000,8.4,1
624,Phở Bắc - 30 Nguyễn Trường Tộ,"30 Nguyễn Trường Tộ, P.12, Quận 4, TP. HCM",06:00 - 20:15,20.000 - 55.000,Quận 4,55000,20000,6.883333333333333,12
625,Bò Né Ký Con - Đoàn Văn Bơ,"012 Chung Cư Đoàn Văn Bơ, Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",05:30 - 21:00,40.000 - 50.000,Quận 4,50000,40000,7.675,8
626,Bánh Crepe Sầu Riêng Huyền Tuyết - Shop Online,"40/62/44B Nguyễn Khoái, P. 2, Quận 4, TP. HCM",,25.000 - 95.000,Quận 4,95000,25000,7.833333333333333,6
627,Quán Chín - Cơm Gà Xối Mỡ,"200/25C Xóm Chiếu, P. 15, Quận 4, TP. HCM",,20.000 - 44.000,Quận 4,44000,20000,6.917999999999999,100
628,"Cô Ba - Phở, Bún Bò Huế & Bò Kho","63 Hoàng Diệu, P. 12, Quận 4, TP. HCM",,7.000 - 40.000,Quận 4,40000,7000,8.040000000000001,5
629,Toàn Tâm Food's - Cút Chiên Bơ,"756/31 Đoàn Văn Bơ, P. 16, Quận 4, TP. HCM",,13.000 - 130.000,Quận 4,130000,13000,8.0,1
630,Mẹ Bin - Bún Bò & Gỏi Cuốn - Đường Số 16,"2F Đường Số 16, P. 4, Quận 4, TP. HCM",07:00 - 20:30,10.000 - 60.000,Quận 4,60000,10000,5.8,3
631,Mai Vân - Khô Gà Lá Chanh,"69 Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",07:00 - 22:00,75.000 - 280.000,Quận 4,280000,75000,7.0,1
632,"MOTCAP Chân Gà - Chân Gà Sả Tắc, Sốt Thái & Gân Bò - Đoàn Văn Bơ","963 W6 Đoàn Văn Bơ, P. 8, Quận 4, TP. HCM",,0 - 0,Quận 4,0,0,8.0,1
633,Bà Hai - Bánh Xèo & Bánh Khọt,"119 Lê Văn Linh, Quận 4, TP. HCM",,35.000 - 50.000,Quận 4,50000,35000,7.241176470588235,34
634,Bún Cá Châu Đốc - Vĩnh Khánh,"320/79 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",,30.000 - 80.000,Quận 4,80000,30000,7.3500000000000005,12
635,Cơm Tấm Chị Cám - Đường Số 45,"021 C3 Đường Số 45, P. 6, Quận 4, TP. HCM",06:00 - 13:00,25.000 - 40.000,Quận 4,40000,25000,7.494736842105263,19
636,Phá Lấu Cô Sáu,"266/79 Tôn Đản, P. 4, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,50000,25000,8.6,3
637,Bánh Cuốn Nóng Thùy Trang,"90A Tôn Đản, P. 10, Quận 4, TP. HCM",05:30 - 11:30,10.000 - 25.000,Quận 4,25000,10000,8.0,1
638,Anh Thư - Bánh Mì & Bún Thịt Nướng,"115B Tôn Đản, P. 14, Quận 4, TP. HCM",06:00 - 20:11,15.000 - 30.000,Quận 4,30000,15000,6.866666666666667,3
639,Ngô Ký Mì Gia - Mì - Cư Xá Vĩnh Hội,"F42 Đường Số 50, P. 6, Quận 4, TP. HCM",06:00 - 20:00,0 - 0,Quận 4,0,0,8.266666666666667,3
640,HyHy - Dừa Dầm & Ăn Vặt,"134/142 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",,20.000 - 30.000,Quận 4,30000,20000,6.675,16
641,Kem Mỹ - Đường 41,"23 Đường 41, P. 6, Quận 4, TP. HCM",,14.000 - 40.000,Quận 4,40000,14000,7.172000000000001,100
642,Mì Quảng 3 Anh Em - Hoàng Diệu,"L18 Hoàng Diệu, P. 6, Quận 4, TP. HCM",06:00 - 22:00,30.000 - 50.000,Quận 4,50000,30000,7.0,3
643,Nhà Hàng Thái Lan Ngò Rí - Đường 38,"14 Đường 38, P. 4, Quận 4, TP. HCM",,120.000 - 330.000,Quận 4,330000,120000,6.954,100
644,BMao Hamburger & Hotdog - 348 Tôn Đản,"348 Tôn Đản, P. 4, Quận 4, TP. HCM",,18.000 - 35.000,Quận 4,35000,18000,7.137931034482759,29
645,Cậu Cháo Quán - Cháo Hàu Sữa,"65 Hoàng Diệu, P. 12, Quận 4, TP. HCM",,32.000 - 42.000,Quận 4,42000,32000,5.5,2
646,Hủ Tiếu Chị Nguyệt,"B20 Đường 46, P. 5, Quận 4, TP. HCM",06:30 - 14:00,30.000 - 30.000,Quận 4,30000,30000,6.82,10
647,Bột Chiên Bảo Lâm,"448 - 450 Chung Cư B001, Nguyễn Tất Thành, P.18, Quận 4, TP. HCM",,10.000 - 40.000,Quận 4,40000,10000,7.661538461538461,13
648,Phương Cô Giang - Bò Lá Lốt Mỡ Chày,"228A Xóm Chiếu, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,50000,25000,7.016666666666667,12
649,Bánh Mì Que Pháp - Bến Vân Đồn,"323 Bến Vân Đồn, P. 2, Quận 4, TP. HCM",06:30 - 19:30,10.000 - 17.000,Quận 4,17000,10000,6.4,2
650,Bánh Canh Cua Ba Lúa 206 - Tôn Đản,"206 Tôn Đản, P. 8, Quận 4, TP. HCM",07:00 - 23:00,20.000 - 30.000,Quận 4,30000,20000,6.027586206896552,29
651,Min Kee - Mì Khô & Trà Hong Kong,"122 Nguyễn Khoái, P. 2, Quận 4, TP. HCM",07:20 - 21:45,15.000 - 69.000,Quận 4,69000,15000,6.5729729729729724,37
652,Phá Lấu Bò Kim Trúc - Tôn Đản,"243/42B/42A Tôn Đản, P. 15, Quận 4, TP. HCM",,55.000 - 55.000,Quận 4,55000,55000,10.0,1
653,Bà Sáu - Bánh Mì Phá Lấu - Đoàn Văn Bơ,"186 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",07:00 - 17:30,15.000 - 30.000,Quận 4,30000,15000,6.509090909090909,11
654,Líng - Hủ Tiếu Sa Tế,"Lô R, Số 32 Cư Xá Vĩnh Hội, P. 8, Quận 4, TP. HCM",00:00 - 23:59,40.000 - 65.000,Quận 4,65000,40000,8.569230769230769,13
655,ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,"15/2 Đoàn Như Hài (Cuối Hẻm 20 Hoàng Diệu), P. 12, Quận 4, TP. HCM",,50.000 - 100.000,Quận 4,100000,50000,6.723076923076922,26
656,Chị Gái - Bún Riêu & Canh Bún,"64/19 Nguyễn Khoái, P. 2, Quận 4, TP. HCM",06:00 - 15:00,20.000 - 30.000,Quận 4,30000,20000,6.977777777777778,9
657,Hiếu Thảo - Sữa Chua Nhà Làm - Shop Online,"P38 Nguyễn Hữu Hào, P. 6, Quận 4, TP. HCM",06:00 - 22:00,5.000 - 10.000,Quận 4,10000,5000,7.75,8
658,Vittorio Pizza And Pasta,"240 Khánh Hội, P. 6, Quận 4, TP. HCM",,50.000 - 165.000,Quận 4,165000,50000,7.28,15
659,Bún Đậu Mắm Tôm A Chảnh - Tôn Đản,"299 Tôn Đản, P. 15, Quận 4, TP. HCM",,25.000 - 57.000,Quận 4,57000,25000,6.805555555555555,72
660,"Súp Sài Gòn - Bánh Canh Cua, Bò Bít Tết & Hủ Tiếu Nam Vang","290 Khánh Hội, P. 5, Quận 4, TP. HCM",06:00 - 14:30,15.000 - 20.000,Quận 4,20000,15000,5.8742857142857146,35
661,Ốc Thảo - Vĩnh Khánh,"383 Vĩnh Khánh, P. 8, Quận 4, TP. HCM",06:15 - 23:59,100.000 - 165.000,Quận 4,165000,100000,6.04,100
662,Quán Ăn Trúc Tre - Miến Xào Hải Sản,"144/33 Nguyễn Khoái, P. 2, Quận 4, TP. HCM",,15.000 - 45.000,Quận 4,45000,15000,9.3,2
663,Thùy Linh - Xoài Lắc & Cóc Lắc,"201 Khánh Hội, P. 3, Quận 4, TP. HCM",,20.000 - 60.000,Quận 4,60000,20000,5.066666666666666,3
664,Quán Cơm Nhà - Đoàn Như Hài,"15/44 Đoàn Như Hài, P. 12, Quận 4, TP. HCM",07:15 - 15:30,5.000 - 30.000,Quận 4,30000,5000,4.95,8
665,Bún Chả Lá Lốt & Cháo Hà Nội,"418 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",00:00 - 01:00 | 06:00 - 23:59,25.000 - 200.000,Quận 4,200000,25000,8.5,2
666,Ốc Đào II - Vĩnh Khánh,"232/123 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",,50.000 - 121.000,Quận 4,121000,50000,6.292000000000001,100
667,Bột Chiên A Sỉn - Tôn Đản,"131/15 Tôn Đản, P. 14, Quận 4, TP. HCM",,15.000 - 20.000,Quận 4,20000,15000,4.911111111111111,18
670,Ăn Vặt Chị Hiền - Đặc Sản Phan Rang - Shop Online - Tôn Đản,"353/8B Tôn Đản, P. 15, Quận 4, TP. HCM",07:30 - 22:00,10.000 - 150.000,Quận 4,150000,10000,6.2,2
671,Bún Đậu Mắm Tôm A Chảnh - Tân Vĩnh,"60 Tân Vĩnh, P. 6, Quận 4, TP. HCM",,25.000 - 57.000,Quận 4,57000,25000,5.54,10
672,Thi Thi Chè - Tôn Đản,"233 Tôn Đản, P. 15, Quận 4, TP. HCM",,15.000 - 33.000,Quận 4,33000,15000,6.102,100
673,Phố Thành - Bánh Xèo Rau Rừng - Đường Số 41,"97 Đường Số 41, P. 6, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,50000,25000,4.278260869565218,23
674,Tư Thủy - Mì Hến - Tôn Thất Thuyết,"91 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,10.000 - 25.000,Quận 4,25000,10000,6.63,100
675,Bánh Mì Minh Châu,"114 Hoàng Diệu, P. 12, Quận 4, TP. HCM",06:30 - 22:00,10.000 - 22.000,Quận 4,22000,10000,5.7,14
677,Ăn Vặt Mr. Phương - Đoàn Văn Bơ,"490/4/1/21 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,5.000 - 15.000,Quận 4,15000,5000,7.68235294117647,17
678,Bảo Khang - Mì Vịt Tiềm - Đường Số 18,"103 Đường Số 18, P. 4, Quận 4, TP. HCM",,10.000 - 50.000,Quận 4,50000,10000,7.8,2
679,Cháo Sườn Cô Giang - Khánh Hội,"65 Khánh Hội, P. 3, Quận 4, TP. HCM",,15.000 - 20.000,Quận 4,20000,15000,7.266666666666667,3
680,Xoài Non Mỹ Ngân - Nguyễn Hữu Hào,"129/2/13 Nguyễn Hữu Hào, P. 6, Quận 4, TP. HCM",07:00 - 23:00,35.000 - 75.000,Quận 4,75000,35000,5.425,8
681,Cơm Gà Hải Nam Singapore EAT LAH - Nguyễn Trường Tộ,"67 Nguyễn Trường Tộ, P. 13, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,100000,30000,5.0,1
682,Cơm Tấm Nhớ - Hoàng Diệu,"106 Hoàng Diệu, P. 12, Quận 4, TP. HCM",07:00 - 21:00,20.000 - 33.000,Quận 4,33000,20000,6.660869565217391,23
683,Mì Quảng Lê Thương - Đặc Sản Quảng Nam - Tôn Đản,"106 Tôn Đản, P. 10, Quận 4, TP. HCM",07:00 - 23:59,5.000 - 50.000,Quận 4,50000,5000,7.0,1
684,Phở Ngọc Diệp - Lê Thạch,"33 Lê Thạch, P. 13, Quận 4, TP. HCM",06:00 - 13:30,20.000 - 100.000,Quận 4,100000,20000,9.4,1
685,Cà Ri Cơm Nị Amin - Nguyễn Hữu Hào,"Lô R2 Cư Xá Vĩnh Hội, Nguyễn Hữu Hào, P. 8, Quận 4, TP. HCM",,30.000 - 42.000,Quận 4,42000,30000,8.2,1
686,Cơm Chay Thiên Ngân,"C110 Xóm Chiếu, Quận 4, TP. HCM",06:00 - 20:00,10.000 - 10.000,Quận 4,10000,10000,9.0,1
687,Lò Quay Thủy - Vịt Quay Tiêu & Bánh Mì Heo Quay - Bến Vân Đồn,"109F/11/13 Bến Vân Đồn, Phường 9, Quận 4, TP. HCM, Quận 4, TP. HCM",00:00 - 02:00 | 05:00 - 23:59,20.000 - 40.000,Quận 4,40000,20000,1.0,1
688,Sóc Chef - Bún Thịt Xào - Hoàng Diệu,"Lô K6 Hẻm 85, Hoàng Diệu, P. 6, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,30000,10000,9.6,1
689,Cô Hai - Bánh Bò & Bánh Chuối Nước Dừa,"200/76 Xóm Chiếu, P. 14, Quận 4, TP. HCM",07:00 - 21:00,15.000 - 30.000,Quận 4,30000,15000,4.4,2
690,"Halo Bakery - Kebab, Bánh Kem & Trà Sữa","143a Tôn Đản, P. 14, Quận 4, TP. HCM",,12.000 - 200.000,Quận 4,200000,12000,10.0,1
692,Gà Rán Hàn Quốc 20K - Hoàng Diệu,"199/1 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,20.000 - 158.000,Quận 4,158000,20000,8.933333333333334,3
694,Xúc Xích Đức Anh Ba Tây - 20 Thước,"309-310 Lô M, Khu Tái Thiết Hoàng Diệu, Đường 20 Thước, P. 9, Quận 4, TP. HCM",,25.000 - 190.000,Quận 4,190000,25000,7.044444444444444,9
695,Domino’s Pizza - Khánh Hội,"133 Khánh Hội, P. 3, Quận 4, TP. HCM",,49.000 - 199.000,Quận 4,199000,49000,7.15,100
696,Bún Sườn Bò Bà Mai,"032 Lô C2 Đường Số 45, P. 6, Quận 4, TP. HCM",06:30 - 14:30 | 17:00 - 21:00,50.000 - 70.000,Quận 4,70000,50000,6.142857142857143,14
697,Bánh Tráng Chấm Chị Hai,"209/94/1 Tôn Thất Thuyết, Quận 4, TP. HCM",06:30 - 18:30,1.000 - 17.000,Quận 4,17000,1000,6.3999999999999995,17
698,"Cá Viên Chiên Sumi - Mì Cay Samyang , Ăn Vặt - Tôn Đản","148/12/25 Tôn Đản, P. 8, Quận 4, TP. HCM",,5.000 - 30.000,Quận 4,30000,5000,9.538095238095238,42
700,Xíu - Mì Cay - Tôn Đản,"318 Tôn Đản, P. 4, Quận 4, TP. HCM",,44.000 - 79.000,Quận 4,79000,44000,5.0,1
702,Ăn Uống Vặt Cường Ngân - Tôn Thất Thuyết,"243/16C Tôn Thất Thuyết, P. 3, Quận 4, TP. HCM",00:00 - 23:59,25.000 - 50.000,Quận 4,50000,25000,1.0,3
710,"Cá Viên Chiên Tý Đại - Ăn Vặt, Gà Rán, Cơm Cuộn KimBap","151 Xóm Chiếu, P. 16, Quận 4, TP. HCM",,10.000 - 115.000,Quận 4,115000,10000,9.733333333333333,9
719,Hủ Tiếu Cô Hường - Tôn Đản,"28 Tôn Đản, P. 13, Quận 4, TP. HCM",,50.000 - 70.000,Quận 4,70000,50000,6.410526315789474,19
724,Mỳ Cay Seoul - Hoàng Diệu,"80 Hoàng Diệu, P. 12, Quận 4, TP. HCM",,35.000 - 50.000,Quận 4,50000,35000,6.087999999999999,100
725,Cô Tuyến - Bún Riêu & Bò Kho,"Hẻm 242/5 Tôn Đản, P. 8, Quận 4, TP. HCM",,30.000 - 35.000,Quận 4,35000,30000,8.1,10
726,Cơm Chay Diệu Vy - Nguyễn Hữu Hào,"P.26 Cư Xá Vĩnh Hội, Nguyễn Hữu Hào, P. 6, Quận 4, TP. HCM",,15.000 - 35.000,Quận 4,35000,15000,5.7894736842105265,19
727,Mì Ốc Hến & Healthyfood Dì Lan - Nguyễn Trường Tộ,"20/23 Nguyễn Trường Tộ, P. 12, Quận 4, TP. HCM",,20.000 - 25.000,Quận 4,25000,20000,6.38,100
