ID,Restaurant,Address,Time,Price,District,PriceH,PriceL,Rating,ReviewCount
1183,Quán Bún Nhà An - Bún Đậu & Bún Riêu Hà Nội - Nguyễn Cao,"4-1B Nguyễn Cao, P. Tân Phong, Quận 7, TP. HCM",06:30 - 15:00 | 17:00 - 20:30,0 - 0,Quận 7,0,0,9.4,1
1184,Vườn Nhà - Trái Cây Gọt Sẵn - Quận 7,"Số 15 Đường 25, P. Tân Phong, Quận 7, TP. HCM",07:00 - 16:30,19.000 - 500.000,Quận 7,500000,19000,9.704,25
1185,Ngọc Lan - Bún Thịt Nướng,"8 Đường Số 30, P. Tân Quy, Quận 7, TP. HCM",05:30 - 14:00,10.000 - 50.000,Quận 7,50000,10000,7.6,5
1186,Calla Kitchen - Cơm Tấm Ngon,"20 Đường Số 2, P.Tân Kiểng, Quận 7, TP. HCM",07:45 - 21:00,0 - 0,Quận 7,0,0,10.0,1
1187,Hủ Tiếu Nam Vang Tài Anh - Nguyễn Thị Thập,"494 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM",06:15 - 22:50,28.000 - 60.000,Quận 7,60000,28000,7.448837209302326,86
1188,Mì Thơm - Noodle Bar,"462 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",07:30 - 21:30,37.000 - 59.000,Quận 7,59000,37000,7.3,78
1189,Mì Quảng Phố Hội - Nguyễn Thị Thập,"380B Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",07:00 - 21:00,20.000 - 50.000,Quận 7,50000,20000,5.638461538461538,26
1190,Bún Chả Cá Nha Trang - Đường Số 19,"7 Đường Số 19, P. Tân Quy, Quận 7, TP. HCM",06:00 - 19:40,20.000 - 30.000,Quận 7,30000,20000,8.6,1
1191,Bánh Kem Thỏ Tây,"51/54 Mai Văn Vĩnh, P. Tân Kiểng, Quận 7, TP. HCM",00:00 - 23:59,10.000 - 50.000,Quận 7,50000,10000,9.4,1
1192,Phở Trang - Hoàng Quốc Việt,"30K Hoàng Quốc Việt, P. Phú Mỹ, Quận 7, TP. HCM",06:10 - 20:55,30.000 - 50.000,Quận 7,50000,30000,7.666666666666667,3
1193,Phú Hưng - Yến Sào - Tân Mỹ,"23 Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",08:00 - 19:00,0 - 0,Quận 7,0,0,10.0,1
1194,Quán Cua Đồng - Phạm Thái Bường,"2 -1B Phạm Thái Bường, Khu Mỹ An, P. Tân Phong, Quận 7, TP. HCM",06:30 - 13:06 | 17:00 - 20:01,35.000 - 220.000,Quận 7,220000,35000,6.9411764705882355,17
1195,SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Thị Thập,"85 Nguyễn Thị Thập, Khu Him Lam, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 22:45,15.000 - 80.000,Quận 7,80000,15000,5.079999999999999,55
1196,Vịt Quay Bắc Kinh A Lợi - Các Món Vịt - 53 Hoàng Quốc Việt,"53 Hoàng Quốc Việt, P. Phú Mỹ, Quận 7, TP. HCM",07:30 - 23:00,0 - 0,Quận 7,0,0,10.0,1
1197,Trang - Cháo Vịt & Gói Vịt - Nguyễn Thị Thập,"8 Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",06:30 - 21:00,30.000 - 30.000,Quận 7,30000,30000,6.533333333333333,9
1198,Bún Bò Vỹ Dạ Xưa,"2 Lê Văn Thiêm, Phú Mỹ Hưng, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:00,45.000 - 75.000,Quận 7,75000,45000,6.4,10
1199,Mì Ốc Hến Má Lan - Đường Số 7,"78 Đường Số 7, P. Tân Kiểng, Quận 7, TP. HCM",08:00 - 20:00,10.000 - 35.000,Quận 7,35000,10000,7.0,21
1200,Bánh Canh Cua - Đường Số 10,"56 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM",00:00 - 23:59,45.000 - 45.000,Quận 7,45000,45000,10.0,1
1201,Bánh Mì Ông Toàn,"208 Hà Huy Tập, Khu Nam Thiên 3, P. Tân Phong, Quận 7, TP. HCM",06:40 - 20:00,15.000 - 45.000,Quận 7,45000,15000,6.4,5
1202,Bún Cá Nha Trang - Đường Số 79,"122 Đường Số 79, P. Tân Quy, Quận 7, TP. HCM",05:45 - 13:45 | 16:00 - 20:45,30.000 - 45.000,Quận 7,45000,30000,6.3999999999999995,6
1203,Bánh Ướt Nhân,"22 Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",05:00 - 20:50,17.000 - 20.000,Quận 7,20000,17000,5.75,4
1205,Ohzee - Bánh Bèo & Bánh Bột Lọc,"130 Lâm Văn Bền, P. Tân Quy, Quận 7, TP. HCM",06:00 - 21:00,5.000 - 30.000,Quận 7,30000,5000,8.459999999999999,10
1206,Hủ Tiếu Nam Vang Thùy Dung,"H19 - 2, Kp Parkview, Đặng Đức Thuật, P. Tân Phong, Quận 7, TP. HCM",05:00 - 14:00,30.000 - 55.000,Quận 7,55000,30000,7.094117647058823,17
1207,Cơm Tấm Nhớ - Nguyễn Thị Thập,"609 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 21:00,20.000 - 39.000,Quận 7,39000,20000,5.619354838709677,31
1208,Phở Trang - Huỳnh Tấn Phát,"503A Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",00:00 - 23:59,39.000 - 55.000,Quận 7,55000,39000,6.666666666666667,3
1209,Mỳ Ý 4B,"4B Đường Số 15, P. Tân Kiểng, Quận 7, TP. HCM",06:10 - 13:30 | 16:10 - 21:30,15.000 - 30.000,Quận 7,30000,15000,7.2555555555555555,18
1210,Quán 17 - Bún Xào Chay,"119 Đường Số 17, P. Tân Quy, Quận 7, TP. HCM",06:15 - 13:15,15.000 - 15.000,Quận 7,15000,15000,9.0,1
1211,Bánh Canh Cây CN2 - Đường Số 6,"E002 Đường Số 6, Hưng Vượng 1, P. Tân Phong, Quận 7, TP. HCM",06:00 - 13:30 | 16:00 - 19:30,39.000 - 75.000,Quận 7,75000,39000,6.266666666666667,3
1212,Hủ Tiếu Nam Vang HAI LÊ - Trần Xuân Soạn,"1041/62/122 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",07:30 - 23:59,30.000 - 50.000,Quận 7,50000,30000,10.0,1
1213,Phở Định 3 - Nguyễn Cao,"3/1A Nguyễn Cao, Quận 7, TP. HCM",06:00 - 13:30 | 16:30 - 20:30,30.000 - 295.000,Quận 7,295000,30000,6.478260869565218,23
1214,Phở Việt Nam - Homemade - Bùi Bằng Đoàn,"S36 - 1 Bùi Bằng Đoàn, Hưng Vượng 2, P. Tân Phong, Quận 7, TP. HCM",06:00 - 22:00,10.000 - 100.000,Quận 7,100000,10000,7.95,4
1215,Lem Kitchen - Món Huế - Chung Cư Era Town Đức Khải,"Tầng G, Block A3, Chung Cư Era Town Đức Khải, P. Phú Mỹ, Quận 7, TP. HCM",07:00 - 13:00 | 17:00 - 21:00,20.000 - 55.000,Quận 7,55000,20000,9.6,2
1216,Hương Xưa - MÓN NGON HÀ NỘI,"11 Cảnh Viên 3, Đường C, P. Tân Phú, Quận 7, TP. HCM",06:30 - 13:30 | 17:00 - 21:00,65.000 - 80.000,Quận 7,80000,65000,7.257142857142857,14
1217,Phở 24 - Riviera Point,"2 Nguyễn Văn Tưởng, P. Tân Phú, Quận 7, TP. HCM",06:00 - 21:45,65.000 - 88.000,Quận 7,88000,65000,7.6,1
1218,Bánh Cuốn Gạo - Phú Mỹ Hưng,"16 Đường C, KP. Cảnh Viên 3, P. Tân Phong, Quận 7, TP. HCM",06:30 - 20:15,7.000 - 50.000,Quận 7,50000,7000,5.557142857142857,14
1219,Mì Tương Đen BlueDragon - Phú Mỹ Hưng,"82 Lê Văn Thiêm, P. Tân Phong, Quận 7, TP. HCM",00:00 - 23:59,100.000 - 1.700.000,Quận 7,1700000,100000,10.0,1
1220,Phở Trang - Phạm Thái Bường,"420 Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM",06:30 - 20:50,39.000 - 55.000,Quận 7,55000,39000,6.704,100
1221,Phở 24 - Nguyễn Lương Bằng,"Tòa Nhà Bro, 100 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",06:00 - 21:30,25.000 - 55.000,Quận 7,55000,25000,6.666666666666667,9
1222,Hào Sữa Pháp - Lê Văn Lương,"96 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",06:15 - 22:55,6.000 - 20.000,Quận 7,20000,6000,5.957142857142857,14
1223,Cua Bầu Hiển - Cua - Lê Văn Lương,"174C Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 20:45,0 - 0,Quận 7,0,0,10.0,2
1224,Quán Phở Hậu,"2B Đường Số 12, P. Tân Quy, Quận 7, TP. HCM",06:18 - 20:30,30.000 - 55.000,Quận 7,55000,30000,7.630769230769231,13
1225,Mì Quảng 3 Anh Em - Huỳnh Tấn Phát,"596 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",06:00 - 22:00,30.000 - 40.000,Quận 7,40000,30000,6.466666666666666,6
1226,Cháo Dinh Dưỡng Wow - 110 Lê Văn Lương,"110 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",06:00 - 19:00,12.000 - 25.000,Quận 7,25000,12000,7.4,1
1227,Phở Thìn 13 Lò Đúc Cơ Sở Happy Valley Q7,"H0 01 Lô H, Chung Cư Happy Valley, Đường N-Bắc, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:00,20.000 - 100.000,Quận 7,100000,20000,6.4,2
1228,Chay Mộc Hoa - Đường Số 5,"C25 Đường Số 5, P. Phú Mỹ, Quận 7, TP. HCM",07:00 - 14:00 | 16:00 - 20:30,10.000 - 50.000,Quận 7,50000,10000,8.6,1
1229,Bánh Mì Ông Hưng 1 - Phạm Thái Bường,"458 Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM",06:30 - 19:20,15.000 - 25.000,Quận 7,25000,15000,7.55,4
1230,Lotteria - Phú Mỹ Hưng,"SB2-1 Mỹ Khánh 2, Quận 7, TP. HCM",08:00 - 22:15,30.000 - 77.000,Quận 7,77000,30000,6.866666666666667,24
1231,Cơm Gà Xối Mỡ Vi Anh - Lê Văn Lương,"190 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",,30.000 - 30.000,Quận 7,30000,30000,7.434782608695652,23
1232,Nhà Hàng Chay The Vegan Garden,"3SB1-9, Số 2 Mỹ Viên, Chung Cư Mỹ Viên, P. Tân Phú, Quận 7, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 7,100000,40000,6.6,15
1234,Quán Hiền - Mì Quảng & Bún Cá Ngừ,"56 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM",06:05 - 19:30,25.000 - 30.000,Quận 7,30000,25000,8.0,2
1236,Sushi 88 - Điểm Tâm Sáng - Đường Số 14,"44 - 46 Đường Số 14, P. Tân Hưng, Quận 7, TP. HCM",06:30 - 13:00,0 - 0,Quận 7,0,0,7.866666666666666,3
1237,Phở Ngọc - Đường 79,"125 Đường 79, P. Tân Quy, Quận 7, TP. HCM",06:00 - 13:00 | 16:00 - 21:30,30.000 - 72.000,Quận 7,72000,30000,6.540000000000001,10
1238,Cơm Sườn 86,"86 Phạm Hữu Lầu, Quận 7, TP. HCM",06:15 - 21:00,25.000 - 35.000,Quận 7,35000,25000,5.733333333333333,3
1240,Thành Đạt - Hủ Tiếu Nam Vang,"109 Âu Dương Lân, P. 2, Quận 8, TP. HCM",00:00 - 23:59,38.000 - 58.000,Quận 8,58000,38000,6.1000000000000005,6
1241,Cô Hai Quán - Bánh Hỏi Heo Quay & Mì Nui Xào Bò,"227/34 Liên Tỉnh 5, P. 5, Quận 8, TP. HCM",07:00 - 18:30,20.000 - 30.000,Quận 8,30000,20000,9.660869565217391,23
1243,Bún Bò Huế Minh Sơn - Phạm Thế Hiển,"889 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:30 - 23:00,25.000 - 50.000,Quận 8,50000,25000,7.572727272727272,22
1248,Bếp Steak Ruhi,"64 Phong Phú, P. 12, Quận 8, TP. HCM",08:00 - 19:30,20.000 - 55.000,Quận 8,55000,20000,9.6,4
1249,Cháo Trắng & Cháo Đậu HP - Hoàng Minh Đạo,"16 Hoàng Minh Đạo, P. 5, Quận 8, TP. HCM",06:30 - 21:57,5.000 - 25.000,Quận 8,25000,5000,8.422222222222222,9
1254,Mỳ Quảng Hương Quê - Mỳ Quảng - 25 Tạ Quang Bửu,"25 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",06:00 - 21:45,0 - 0,Quận 8,0,0,8.4,1
1256,Lotteria - Tuy Lý Vương CoopMart,"40 - 54 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",07:30 - 21:30,18.000 - 310.000,Quận 8,310000,18000,6.9799999999999995,10
1258,Cơm Chay Thuận Ý,"84 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",07:00 - 20:00,30.000 - 50.000,Quận 8,50000,30000,6.04,5
1259,Mì Quảng 3 Anh Em - Nguyễn Thị Tần,"90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 21:30,20.000 - 50.000,Quận 8,50000,20000,6.85,4
1261,Phượng 22F - Bún Riêu & Canh Bún,"22F Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 18:00,25.000 - 45.000,Quận 8,45000,25000,3.9,2
1262,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",09:00 - 19:00,25.000 - 47.000,Quận 8,47000,25000,8.1,10
1263,Cô Ba Chân Gà - Shop Online,"263A/18 Ba Đình, P. 8, Quận 8, TP. HCM",,70.000 - 400.000,Quận 8,400000,70000,8.674999999999999,24
1264,Thằng Bờm - Bún Đậu Mắm Tôm - Phạm Hùng,"320 Phạm Hùng, P. 5, Quận 8, TP. HCM",,25.000 - 55.000,Quận 8,55000,25000,8.676923076923076,13
1265,The Pizza Company - Quốc Lộ 50,"310 - 312 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",,100.000 - 300.000,Quận 8,300000,100000,6.3999999999999995,3
1266,Quán Phở Thanh,"2A Đỗ Ngọc Quang, P. 4, Quận 8, TP. HCM",06:30 - 12:30 | 17:00 - 21:00,28.000 - 40.000,Quận 8,40000,28000,9.2,4
1267,Lotteria - Dương Bá Trạc,"111 Dương Bá Trạc, Quận 8, TP. HCM",08:00 - 21:00,30.000 - 88.000,Quận 8,88000,30000,8.24,100
1268,Quán Chay Hội Ngộ - Hồ Thành Biên,"15 Hồ Thành Biên, P. 4, Quận 8, TP. HCM",06:30 - 19:00,10.000 - 25.000,Quận 8,25000,10000,8.8,1
1269,Hồng Ký - Hủ Tíu Mì Hoành Thánh & Mì Vịt Tiềm,"362 Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 12:00 | 15:00 - 23:59,40.000 - 100.000,Quận 8,100000,40000,8.885714285714286,7
1270,Hoàng Ty - Đặc Sản Trảng Bàng - Tạ Quang Bửu,"821 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 8,100000,40000,7.321428571428571,28
1271,Ghiền Chè Bưởi - Shop Online,"311/36 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 35.000,Quận 8,35000,5000,9.257142857142856,7
1272,Bếp Nhà Xoài - Nguyễn Văn Của,"41 Nguyễn Văn Của, P. 13, Quận 8, TP. HCM",07:00 - 12:00 | 17:00 - 20:30,22.000 - 50.000,Quận 8,50000,22000,10.0,2
1273,Bánh Tráng Dẻo Nyny - Trần Văn Thành,"11/16 Trần Văn Thành, P. 8, Quận 8, TP. HCM",03:00 - 19:00,5.000 - 13.000,Quận 8,13000,5000,7.733333333333333,12
1274,Lam Thiên Yến - Yến Tươi Chưng Nóng - Phạm Đức Sơn,"192A Phạm Đức Sơn, P. 16, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,10.0,1
1275,Tiệm Bánh Susan Bakery,"42A Đường 783 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",07:00 - 23:59,70.000 - 400.000,Quận 8,400000,70000,7.05,4
1276,Hủ Tiếu Nam Vang A Huy - Cao Lỗ,"35/9C Đường Cao Lỗ, P. 4, Quận 8, TP. HCM",06:00 - 10:00,11.000 - 63.000,Quận 8,63000,11000,8.799999999999999,3
1277,Bánh Cuốn Đồng Diều - Bánh Cuốn Nóng & Bánh Ướt - 54 Phạm Nhữ Tăng,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,0,0,9.884,100
1278,Bún Chả Cá Quy Nhơn - Phạm Thế Hiển,"562 Phạm Thế Hiển, Quận 8, TP. HCM",07:00 - 20:30,20.000 - 30.000,Quận 8,30000,20000,8.666666666666666,9
1279,Ái Hồng - Nui Mì & Cơm Xào Bò,"95 Nguyễn Chế Nghĩa, P. 12, Quận 8, TP. HCM",06:00 - 11:30,20.000 - 30.000,Quận 8,30000,20000,8.0,1
1280,Quán Cơm Chiên 180,"152A/9 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 21:55,15.000 - 60.000,Quận 8,60000,15000,6.628571428571428,7
1281,Phở Nị & Bò Kho,"726 Hưng Phú, Quận 8, TP. HCM",06:50 - 23:59,35.000 - 45.000,Quận 8,45000,35000,6.6,1
1282,Lò Bánh Mì & Heo Quay A Nhiều 2,"244 Dương Bá Trạc, Quận 8, TP. HCM",05:00 - 15:00,3.000 - 40.000,Quận 8,40000,3000,6.109090909090909,11
1283,Cơm Gà Xối Mỡ 142 - Ba Đình,"142 Ba Đình, P. 10, Quận 8, TP. HCM",,20.000 - 55.000,Quận 8,55000,20000,6.29,100
1284,Phở 25 - Chi Nhánh Q8,"53 Dương Quang Đông (Đường 1011 Cũ), P. 5, Quận 8, TP. HCM",06:00 - 13:00 | 16:00 - 22:00,30.000 - 50.000,Quận 8,50000,30000,5.0,5
1285,Chị Gà - Cơm Tấm - Phạm Thế Hiển,"1873/21 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",07:00 - 10:00,0 - 0,Quận 8,0,0,8.6,2
1287,Cháo Dinh Dưỡng Panda - Đặng Chất,"12 Đặng Chất, P. 3, Quận 8, TP. HCM",06:00 - 17:45,13.000 - 35.000,Quận 8,35000,13000,9.325925925925926,27
1288,Gỏi Cuốn & Bánh Mì Hấp 85,"85 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 17:10,7.000 - 45.000,Quận 8,45000,7000,3.1999999999999997,3
1291,Bayon - Hủ Tiếu Nam Vang - Bùi Minh Trực,"208 Bùi Minh Trực, P. 5, Quận 8, TP. HCM",06:00 - 22:00,28.000 - 45.000,Quận 8,45000,28000,6.0,1
1292,Bánh Tráng Gây Nghiện,"1/114 Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",00:00 - 23:59,7.000 - 35.000,Quận 8,35000,7000,7.533333333333334,3
1295,Chong Chóng Bakery - Bánh Ngon Nhà Làm - Hưng Phú,"782 Hưng Phú, P. 10, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 25.000,Quận 8,25000,10000,9.6,1
1297,Bửu Ký Mì Gia,"1434H Phạm Thế Hiển, P. 5, Quận 8, TP. HCM",06:00 - 11:30 | 16:00 - 20:50,25.000 - 30.000,Quận 8,30000,25000,5.5,2
1298,Gà Mơ - Gà Rán & Bánh Gạo - Phạm Hùng,"13/20a Phạm Hùng, P. 4, Quận 8, TP. HCM",08:00 - 21:30,10.000 - 50.000,Quận 8,50000,10000,8.7,2
1299,Oanh - Cơm Tấm & Bún Thịt Nướng,"788 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 14:00,20.000 - 25.000,Quận 8,25000,20000,2.2,1
1301,Kem Nhãn Công Thành,"231/43 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 60.000,Quận 8,60000,15000,8.7,2
1302,Quán Cơm Lê Nhung - Đường Số 6,"23 Đường Số 6, P. 6, Quận 8, TP. HCM",07:07 - 20:55,25.000 - 55.000,Quận 8,55000,25000,8.266666666666667,3
1306,Quán Cơm Cô Thủy,"27 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 20:30 | 09:00 - 21:00,25.000 - 250.000,Quận 8,250000,25000,5.8,1
1308,Huy Ký Mì Gia - Hưng Phú,"730 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 10:00 | 15:00 - 21:00,10.000 - 40.000,Quận 8,40000,10000,8.4,2
1309,Xúc Xích Đức Anh Ba Tây - Dương Bá Trạc,"174 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 08:40 | 15:00 - 20:40,25.000 - 190.000,Quận 8,190000,25000,7.6000000000000005,76
1311,Bánh Dừa Cadé Chú Lợi,"775 Hưng Phú, P. 9, Quận 8, TP. HCM",06:30 - 20:00,5.000 - 10.000,Quận 8,10000,5000,7.4625,16
1312,Bếp Nhà Bao Tiểu Thư - Cơm & Bánh Tằm Bì,"43 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",07:29 - 19:59,25.000 - 35.000,Quận 8,35000,25000,7.454545454545454,11
1313,Bánh Tét Anh Đào - Shop Online,"129 Nguyễn Duy, P. 9, Quận 8, TP. HCM",07:00 - 20:30,15.000 - 150.000,Quận 8,150000,15000,7.533333333333333,9
1317,Khô Gà Lá Chanh HCM - Âu Dương Lân - Shop Online,"154/83/26D Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 22:00,50.000 - 280.000,Quận 8,280000,50000,8.1625,16
1320,Xôi Xéo Hà Nội,"82 Đ. Châu Thị Hóa, P. 4, Quận 8, TP. HCM",07:00 - 19:00,10.000 - 35.000,Quận 8,35000,10000,7.05,28
1322,Bánh Cuốn 72,"120 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",06:00 - 21:00,18.000 - 28.000,Quận 8,28000,18000,8.066666666666666,6
1324,Hủ Tiếu Nam Vang Liến Húa - Đào Cam Mộc,"135 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",06:00 - 21:00,25.000 - 60.000,Quận 8,60000,25000,8.1,4
1331,Thành Đạt - Hủ Tiếu Nam Vang - Quốc Lộ 50,"272 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",00:00 - 23:59,35.000 - 40.000,Quận 8,40000,35000,8.5,2
1333,Cơm Gà Hòa Bình - Phạm Thế Hiển,"280G Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",,49.000 - 159.000,Quận 8,159000,49000,7.626086956521739,23
1335,"Liến Húa - Hủ Tiếu Nam Vang, Há Cảo & Xíu Mại","Chung Cư Green River - Lô A, 2225 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 8,100000,50000,6.540000000000001,10
1342,Cơm Gà Ngon - Âu Dương Lân,"104 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 20:50,25.000 - 40.000,Quận 8,40000,25000,8.4,1
1343,Canh Bún & Bún Riêu Bạch Tuộc,"8K Nguyễn Thị Tần, Quận 8, TP. HCM",07:00 - 10:00,15.000 - 30.000,Quận 8,30000,15000,5.8,4
1344,Ăn Vặt Quận 8 - Khô Bò & Khô Gà - Phạm Thế Hiển,"1917/44 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,2.0,1
1345,Thiên Ân - Bánh Mì Hà Nội,"771B Hưng Phú, P. 9, Quận 8, TP. HCM",05:30 - 23:00,10.000 - 350.000,Quận 8,350000,10000,8.371428571428572,7
1348,Bún Cá Châu Đốc 77,"875 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:00 - 22:30,25.000 - 30.000,Quận 8,30000,25000,6.6000000000000005,3
1358,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,60000,40000,5.777777777777778,9
1362,Cơm Cháy Kho Quẹt Nhà Bơ,"250 Đỗ Xuân Hợp, P. Phước Long A, Quận 9, TP. HCM",,15.000 - 50.000,Quận 9,50000,15000,9.9,2
1363,Lò Quay Văn Anh - Chân Giò Rút Xương & Gà Nướng Muối Ớt,"24B Tây Hòa, P. Phước Long A, Quận 9, TP. HCM",,180.000 - 500.000,Quận 9,500000,180000,5.0,1
1365,Nhi Nhi - Bún Thịt Nướng & Bánh Mì Xíu Mại,"7 Trương Văn Hải, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,25.000 - 40.000,Quận 9,40000,25000,9.4,2
1366,Nhà Mẹt - Bún Đậu & Mì Trộn Lòng Đào,"168 Nam Hòa, P. Phước Long A, Quận 9, TP. HCM",,2.000 - 130.000,Quận 9,130000,2000,9.2,1
1367,Bún Đậu Tôn Đào - Ehome S,"Tầng Trệt, C015 Block C, Tầng Trệt 15 Ehome S, Đường 2A, P. Phú Hữu, Quận 9, TP. HCM",,8.000 - 90.000,Quận 9,90000,8000,8.525,8
1368,Vati - Cơm Văn Phòng & Ăn Vặt - Shop Online,"73/45/7 Đình Phong Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,5.000 - 40.000,Quận 9,40000,5000,8.3,2
1369,"Baby Chicken - Gà Rán, Khoai Tây Chiên & Khoai Lang Lắc - Shop Online","1063A Nguyễn Xiển, P. Long Bình, Quận 9, TP. HCM",,10.000 - 30.000,Quận 9,30000,10000,8.65,4
1374,Bún Đậu Mắm Tôm H-Famil - 464 Lê Văn Việt,"464 Lê Văn Việt, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",09:30 - 22:00,25.000 - 65.000,Quận 9,65000,25000,6.457142857142857,7
1381,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,60000,40000,5.777777777777778,9
1382,Bún Đậu Mắm Tôm H-Famil - Lê Văn Việt,"136 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM",09:00 - 21:30,30.000 - 60.000,Quận 9,60000,30000,3.436363636363636,11
1384,K12 - Bánh Tráng Nướng,"261A Nam Hòa, P. Phước Long A, Quận 9, TP. HCM",,15.000 - 25.000,Quận 9,25000,15000,10.0,1
1385,Bếp Nhà Chang - Bánh Mì Pate Xíu Mại,"46/6/2 Đường Số 5, P. Tân Nhơn Phú B, Quận 9, TP. HCM",,25.000 - 50.000,Quận 9,50000,25000,10.0,1
1386,Sữa Chua Trân Châu Hạ Long Quảng Ninh - Đường Số 1,"TM13, Block C - Chung Cư 9 View, Đường Số 1, P. Phước Long B, Quận 9, TP. HCM",,20.000 - 45.000,Quận 9,45000,20000,9.6,3
1392,Gà Rán & Burger McDonald’s Saigon Supermarket,"Siêu Thị Sài Gòn, 460 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",07:00 - 23:59,30.000 - 100.000,Quận 10,100000,30000,6.661904761904762,84
1393,Bánh Bao Thọ Phát - 182 Nguyễn Tri Phương,"182 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",05:30 - 22:00,2.000 - 45.000,Quận 10,45000,2000,4.133333333333334,3
1394,Cơm Tấm Hậu - Tô Hiến Thành,"235 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",07:00 - 23:45,35.000 - 55.000,Quận 10,55000,35000,5.8,1
